PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Runwal Melody Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.5 km', 'Eastern Express Highway': '500 m', 'Mulund Lake': '2.5 km', 'Thane': '3.5 km', 'Mumbai Airport': '9 km'}",https://www.99acres.com/runwal-melody-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '740 sq.ft.', 'price-range': '₹ 2.7 - 3.1 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,040 sq.ft.', 'price-range': '₹ 3.8 - 4.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,440 sq.ft.', 'price-range': '₹ 5.1 - 5.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Crest,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.7 km', 'Bhandup Station': '3.7 km', 'Mulund': '4.7 km', 'Mumbai Airport': '12 km', 'Thane': '6.7 km'}",https://www.99acres.com/brigade-crest-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,350 sq.ft.', 'price-range': '₹ 5.4 - 6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,750 sq.ft.', 'price-range': '₹ 7.1 - 7.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Bella Plus,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.4 km', 'Eastern Express Highway': '4.4 km', 'Kalyan': '5.4 km', 'Thane': '8.4 km', 'Mumbai-Pune Expressway': '6.4 km'}",https://www.99acres.com/lodha-casa-bella-plus-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,250 sq.ft.', 'price-range': '₹ 3 - 3.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,650 sq.ft.', 'price-range': '₹ 3.8 - 4.4 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Apex,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.7 km', 'Eastern Express Highway': '120 m', 'Powai Lake': '2.7 km', 'Mumbai Airport': '6.7 km', 'Kanjurmarg Station': '0.7 km'}",https://www.99acres.com/godrej-apex-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,100 sq.ft.', 'price-range': '₹ 10.5 - 11.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,700 sq.ft.', 'price-range': '₹ 13 - 14.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Splendor Plus,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '2.1 km', 'Korum Mall': '3.1 km', 'Thane Station': '5.1 km', 'Eastern Express Highway': '4.1 km', 'Mumbai-Pune Expressway': '6.1 km'}",https://www.99acres.com/hiranandani-splendor-plus-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,250 sq.ft.', 'price-range': '₹ 6.6 - 7.4 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,850 sq.ft.', 'price-range': '₹ 8.3 - 9.3 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,550 sq.ft.', 'price-range': '₹ 10.3 - 11.8 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Supreme,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '2.8 km', 'Eastern Express Highway': '1.8 km', 'Mulund Lake': '3.8 km', 'Thane': '4.8 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-supreme-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,280 sq.ft.', 'price-range': '₹ 5.1 - 5.7 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,680 sq.ft.', 'price-range': '₹ 6.8 - 7.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 8,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '940 m', 'Mumbai Central': '2.1 km', 'Phoenix Marketcity': '3.1 km', 'CSMT Station': '4.1 km', 'Eastern Freeway': '2.1 km'}",https://www.99acres.com/piramal-aranya-phase8-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,960 sq.ft.', 'price-range': '₹ 17 - 18.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,560 sq.ft.', 'price-range': '₹ 21 - 23 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Nirvana,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.6 km', 'Eastern Express Highway': '80 m', 'Powai Lake': '2.6 km', 'Mumbai Airport': '6.6 km', 'Kanjurmarg Station': '0.6 km'}",https://www.99acres.com/wadhwa-nirvana-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '610 sq.ft.', 'price-range': '₹ 3.7 - 4.1 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '810 sq.ft.', 'price-range': '₹ 4.5 - 5 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,110 sq.ft.', 'price-range': '₹ 5.8 - 6.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Prestige Plus,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '1.1 km', 'BKC': '3.5 km', 'Andheri Station': '2.1 km', 'Western Express Highway': '550 m', 'Metro Station': '350 m'}",https://www.99acres.com/rustomjee-prestige-plus-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,320 sq.ft.', 'price-range': '₹ 6.9 - 7.7 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,720 sq.ft.', 'price-range': '₹ 8.9 - 9.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Magnifica Plus,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '1.8 km', 'Eastern Freeway': '1.2 km', 'Sion': '3.8 km', 'Mumbai Port': '4.8 km', 'Metro Station': '1.5 km'}",https://www.99acres.com/lodha-casa-magnifica-plus-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,350 sq.ft.', 'price-range': '₹ 20 - 22 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '4,150 sq.ft.', 'price-range': '₹ 24 - 27 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
Runwal Harmony Plus Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.4 km', 'Eastern Express Highway': '400 m', 'Mulund Lake': '2.4 km', 'Thane': '3.4 km', 'Mumbai Airport': '8 km'}",https://www.99acres.com/runwal-harmony-plus-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '760 sq.ft.', 'price-range': '₹ 2.8 - 3.2 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,060 sq.ft.', 'price-range': '₹ 3.9 - 4.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,460 sq.ft.', 'price-range': '₹ 5.2 - 6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Zenith,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.8 km', 'Bhandup Station': '3.8 km', 'Mulund': '4.8 km', 'Mumbai Airport': '12 km', 'Thane': '6.8 km'}",https://www.99acres.com/brigade-zenith-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,400 sq.ft.', 'price-range': '₹ 5.7 - 6.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 7.4 - 8.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Serene Plus,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.5 km', 'Eastern Express Highway': '4.5 km', 'Kalyan': '5.5 km', 'Thane': '8.5 km', 'Mumbai-Pune Expressway': '6.5 km'}",https://www.99acres.com/lodha-casa-serene-plus-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,300 sq.ft.', 'price-range': '₹ 3.2 - 3.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,700 sq.ft.', 'price-range': '₹ 4 - 4.6 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Ultimate,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.5 km', 'Eastern Express Highway': '40 m', 'Powai Lake': '2.5 km', 'Mumbai Airport': '6.5 km', 'Kanjurmarg Station': '0.5 km'}",https://www.99acres.com/godrej-ultimate-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,150 sq.ft.', 'price-range': '₹ 11 - 12 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,750 sq.ft.', 'price-range': '₹ 13.5 - 15 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Grandeur Plus,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '2.2 km', 'Korum Mall': '3.2 km', 'Thane Station': '5.2 km', 'Eastern Express Highway': '4.2 km', 'Mumbai-Pune Expressway': '6.2 km'}",https://www.99acres.com/hiranandani-grandeur-plus-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,300 sq.ft.', 'price-range': '₹ 6.9 - 7.7 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,900 sq.ft.', 'price-range': '₹ 8.5 - 9.5 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,600 sq.ft.', 'price-range': '₹ 10.5 - 12 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Ultimate,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '2.9 km', 'Eastern Express Highway': '1.9 km', 'Mulund Lake': '3.9 km', 'Thane': '4.9 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-ultimate-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,350 sq.ft.', 'price-range': '₹ 5.4 - 6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,750 sq.ft.', 'price-range': '₹ 7.1 - 7.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 9,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '960 m', 'Mumbai Central': '2.2 km', 'Phoenix Marketcity': '3.2 km', 'CSMT Station': '4.2 km', 'Eastern Freeway': '2.2 km'}",https://www.99acres.com/piramal-aranya-phase9-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,000 sq.ft.', 'price-range': '₹ 18 - 19.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,600 sq.ft.', 'price-range': '₹ 22 - 24 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Paradise Plus,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.4 km', 'Eastern Express Highway': '20 m', 'Powai Lake': '2.4 km', 'Mumbai Airport': '6.4 km', 'Kanjurmarg Station': '0.4 km'}",https://www.99acres.com/wadhwa-paradise-plus-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '630 sq.ft.', 'price-range': '₹ 3.9 - 4.3 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '830 sq.ft.', 'price-range': '₹ 4.7 - 5.2 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,130 sq.ft.', 'price-range': '₹ 6 - 6.7 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Supreme Plus,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '1 km', 'BKC': '3.4 km', 'Andheri Station': '2 km', 'Western Express Highway': '500 m', 'Metro Station': '300 m'}",https://www.99acres.com/rustomjee-supreme-plus-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,340 sq.ft.', 'price-range': '₹ 7.2 - 8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,740 sq.ft.', 'price-range': '₹ 9.2 - 10.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Supreme Plus,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '1.9 km', 'Eastern Freeway': '1.3 km', 'Sion': '3.9 km', 'Mumbai Port': '4.9 km', 'Metro Station': '1.6 km'}",https://www.99acres.com/lodha-casa-supreme-plus-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,450 sq.ft.', 'price-range': '₹ 21 - 23 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '4,250 sq.ft.', 'price-range': '₹ 25 - 28 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
Runwal Symphony Plus Plus,"1, 2, 3 BHK Apartment in Mulund West, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '1.3 km', 'Eastern Express Highway': '300 m', 'Mulund Lake': '2.3 km', 'Thane': '3.3 km', 'Mumbai Airport': '7 km'}",https://www.99acres.com/runwal-symphony-plus-plus-mulund,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '780 sq.ft.', 'price-range': '₹ 2.9 - 3.3 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,080 sq.ft.', 'price-range': '₹ 4 - 4.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,480 sq.ft.', 'price-range': '₹ 5.3 - 6.1 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Brigade Group - Peak Plus,"2, 3 BHK Apartment in Bhandup East, Mumbai","['Bhandup Pumping Station', 'Eastern Express Highway', 'Mumbai Zoo', 'Nehru Nagar', 'Mulund Station']","{'Eastern Express Highway': '2.9 km', 'Bhandup Station': '3.9 km', 'Mulund': '4.9 km', 'Mumbai Airport': '12 km', 'Thane': '6.9 km'}",https://www.99acres.com/brigade-peak-plus-bhandup,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,450 sq.ft.', 'price-range': '₹ 6 - 6.6 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,850 sq.ft.', 'price-range': '₹ 7.7 - 8.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Tranquila Plus,"2, 3 BHK Apartment in Dombivli West, Mumbai","['Dombivli Station', 'Eastern Express Highway', 'Kalyan', 'Thane', 'Mumbai-Pune Expressway']","{'Dombivli Station': '3.6 km', 'Eastern Express Highway': '4.6 km', 'Kalyan': '5.6 km', 'Thane': '8.6 km', 'Mumbai-Pune Expressway': '6.6 km'}",https://www.99acres.com/lodha-casa-tranquila-plus-dombivli,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,350 sq.ft.', 'price-range': '₹ 3.4 - 3.8 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,750 sq.ft.', 'price-range': '₹ 4.2 - 4.8 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Godrej Apex Plus,"3, 4 BHK Apartment in Vikhroli East, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.3 km', 'Eastern Express Highway': '10 m', 'Powai Lake': '2.3 km', 'Mumbai Airport': '6.3 km', 'Kanjurmarg Station': '0.3 km'}",https://www.99acres.com/godrej-apex-plus-vikhroli,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,200 sq.ft.', 'price-range': '₹ 11.5 - 12.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,800 sq.ft.', 'price-range': '₹ 14 - 15.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Tennis Court', 'Squash Court', 'Indoor Games', 'Jogging Track', 'Amphitheatre', 'Party Hall']"
Hiranandani Majesty Plus,"3, 4, 5 BHK Apartment in Thane West, Mumbai","['Upvan Lake', 'Talao Pali', 'Korum Mall', 'Cadbury Junction', 'Eastern Express Highway']","{'Upvan Lake': '2.3 km', 'Korum Mall': '3.3 km', 'Thane Station': '5.3 km', 'Eastern Express Highway': '4.3 km', 'Mumbai-Pune Expressway': '6.3 km'}",https://www.99acres.com/hiranandani-majesty-plus-thane,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,350 sq.ft.', 'price-range': '₹ 7.2 - 8 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,950 sq.ft.', 'price-range': '₹ 8.8 - 9.8 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,650 sq.ft.', 'price-range': '₹ 10.8 - 12.3 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gymnasium', 'Club House', 'Basketball Court', 'Jogging Track', 'Skating Rink', 'Party Lawn']"
Kalpataru Supreme Plus,"2, 3 BHK Apartment in Mulund East, Mumbai","['Mulund Station', 'Eastern Express Highway', 'Mulund Lake', 'D Mart', 'Mumbai-Pune Expressway']","{'Mulund Station': '3 km', 'Eastern Express Highway': '2 km', 'Mulund Lake': '4 km', 'Thane': '5 km', 'Mumbai Airport': '15 km'}",https://www.99acres.com/kalpataru-supreme-plus-mulund,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,420 sq.ft.', 'price-range': '₹ 5.7 - 6.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,820 sq.ft.', 'price-range': '₹ 7.4 - 8.2 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Children's Play Area', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking']"
Piramal Aranya Phase 10,"3, 4 BHK Apartment in Byculla West, Mumbai","['Byculla Zoo', 'Mumbai Central', 'Wadia Hospital', 'Phoenix Marketcity', 'Mohammed Ali Road']","{'Byculla Zoo': '980 m', 'Mumbai Central': '2.3 km', 'Phoenix Marketcity': '3.3 km', 'CSMT Station': '4.3 km', 'Eastern Freeway': '2.3 km'}",https://www.99acres.com/piramal-aranya-phase10-byculla,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,040 sq.ft.', 'price-range': '₹ 19 - 20.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,640 sq.ft.', 'price-range': '₹ 23 - 25 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Landscaped Gardens', 'Yoga Pavilion', 'Children's Play Area', 'Party Lawn', '24x7 Security', 'Rain Water Harvesting']"
Wadhwa Group - Nirvana Plus,"Studio, 1, 2 BHK Apartment in Vikhroli West, Mumbai","['Godrej Industries', 'IIT Bombay', 'Hiranandani Hospital', 'Kanjurmarg Station', 'Eastern Express Highway']","{'IIT Bombay': '1.2 km', 'Eastern Express Highway': '5 m', 'Powai Lake': '2.2 km', 'Mumbai Airport': '6.2 km', 'Kanjurmarg Station': '0.2 km'}",https://www.99acres.com/wadhwa-nirvana-plus-vikhroli,"{'Studio': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '650 sq.ft.', 'price-range': '₹ 4.1 - 4.5 Cr'}, '1 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '850 sq.ft.', 'price-range': '₹ 4.9 - 5.4 Cr'}, '2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,150 sq.ft.', 'price-range': '₹ 6.2 - 6.9 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Jogging Track', 'Indoor Games', 'Party Hall', '24x7 Security', 'Car Parking', 'Landscaped Garden']"
Rustomjee Elite Plus,"2, 3 BHK Apartment in Andheri East, Mumbai","['Mumbai Airport', 'Bandra Kurla Complex', 'WEH', 'Chakala', 'Andheri Station']","{'Mumbai Airport': '0.9 km', 'BKC': '3.3 km', 'Andheri Station': '1.9 km', 'Western Express Highway': '450 m', 'Metro Station': '250 m'}",https://www.99acres.com/rustomjee-elite-plus-andheri,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,360 sq.ft.', 'price-range': '₹ 7.5 - 8.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,760 sq.ft.', 'price-range': '₹ 9.5 - 10.5 Cr'}}","['Swimming Pool', 'Gym', 'Club House', 'Indoor Games', 'Jogging Track', 'Children's Play Area', '24x7 Security', 'Rain Water Harvesting', 'Car Parking']"
Lodha Casa Grande Plus Plus,"4, 5 BHK Apartment in Wadala West, Mumbai","['Wadala TT', 'Five Gardens', 'Sion Fort', 'Shivaji Park', 'Eastern Freeway']","{'Wadala TT': '2 km', 'Eastern Freeway': '1.4 km', 'Sion': '4 km', 'Mumbai Port': '5 km', 'Metro Station': '1.7 km'}",https://www.99acres.com/lodha-casa-grande-plus-plus-wadala,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,550 sq.ft.', 'price-range': '₹ 22 - 24 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '4,350 sq.ft.', 'price-range': '₹ 26 - 29 Cr'}}","['Swimming Pool', 'Tennis Court', 'Squash Court', 'Gym', 'Club House', 'Yoga Studio', 'Children's Play Area', 'Party Lawn', '24x7 Security']"
